OBJECTID,Statistical area 2 (SA2) 2023 code,Statistical area 2 (SA2) 2023 name,Statistical area 2 (SA2) 2023 name no macrons,"Subject pop: Census usually resident population, Year: 2013, Measure: Count, Var1: Census usually resident population (Total)","Subject pop: Census usually resident population, Year: 2018, Measure: Count, Var1: Census usually resident population (Total)","Subject pop: Census usually resident population, Year: 2023, Measure: Count, Var1: Census usually resident population (Total)","Subject pop: Census usually resident population, Year: Change 2013-2018, Measure: Percent, Var1: Census usually resident population (Total)","Subject pop: Census usually resident population, Year: Change 2018-2023, Measure: Percent, Var1: Census usually resident population (Total)",Area square kilometres,Land area square kilometres,Shape__Area,Shape__Length
1106,212100,Havelock Hills,Havelock Hills,1401,1530,1593,9.2,4.1,2.98592588,2.98592588,2986023.703,9311.864489
1107,212000,Te Mata Hills,Te Mata Hills,870,984,1101,13.1,11.9,12.71404113,12.71404113,12714050.04,28038.63382
1108,211900,Hereworth,Hereworth,2802,2865,2952,2.2,3,1.6155099,1.6155099,1615510.053,7556.41914
1109,211800,Iona,Iona,2499,2667,2580,6.7,-3.3,1.46632944,1.46632944,1466209.697,6369.199374
1110,211701,Brookvale,Brookvale,2028,2475,2640,22,6.7,2.01334993,2.01334993,2013388.553,8945.267697
1111,211600,Havelock North-Central,Havelock North-Central,420,441,423,5,-4.1,0.47545873,0.47545873,475506.3506,4034.302118
1112,211500,Karanema-St Hill,Karanema-St Hill,1848,1950,2007,5.5,2.9,0.94975589,0.94975589,949606.1826,6834.538445
1113,211401,Lucknow,Lucknow,1350,1476,1707,9.3,15.7,0.90243175,0.90243175,902412.0957,4228.166635
1114,211302,Te Awanga,Te Awanga,696,723,687,3.9,-5,1.33015885,1.33015885,1330631.273,6331.389625
1115,211301,Haumoana,Haumoana,1119,1083,1146,-3.2,5.8,1.82698036,1.82698036,1827477.213,6570.422658
1116,211201,Mangateretere,Mangateretere,1245,1362,1425,9.4,4.6,39.94318467,39.94318467,39942127.65,36695.44731
1117,211100,Parkvale,Parkvale,2049,2166,2331,5.7,7.6,1.29521262,1.29521262,1295405.088,5238.203249
1118,211000,Parkhaven,Parkhaven,2622,2880,2979,9.8,3.4,1.01585611,1.01585611,1015602.98,4533.459635
1119,210900,Mayfair,Mayfair,2688,2979,3141,10.8,5.4,1.06861699,1.06861699,1068586.821,5684.305028
1120,210800,Queens Square,Queens Square,1833,1968,1944,7.4,-1.2,0.60058038,0.60058038,600623.2275,3394.356198
1121,210700,Akina Park,Akina Park,2199,2313,2265,5.2,-2.1,1.03128521,1.03128521,1031207.749,4685.585513
1122,210600,Tomoana Crossing,Tomoana Crossing,2262,2502,2559,10.6,2.3,0.83806947,0.83806947,838131.0557,5311.523751
1123,210500,Hastings Central,Hastings Central,366,444,429,21.3,-3.4,1.41744821,1.41744821,1417336.626,7377.983855
1124,210400,Karamu,Karamu,1218,1305,1371,7.1,5.1,13.20141334,13.20141334,13201341.09,24997.60887
1125,210300,Raceway Park,Raceway Park,1815,1920,2046,5.8,6.6,1.01533953,1.01533953,1015377.518,4784.044341
1126,210201,Longlands-Pukahu,Longlands-Pukahu,1707,1878,1965,10,4.6,30.88744334,30.88744334,30887309.25,30436.13135
1127,210100,Tomoana,Tomoana,237,306,345,29.1,12.7,3.25777665,3.25777665,3257718.627,11034.85811
1128,210000,Cornwall Park,Cornwall Park,2793,3048,3123,9.1,2.5,1.083438,1.083438,1083422.841,4817.627785
1129,209901,Raureka,Raureka,2724,3048,3207,11.9,5.2,1.10466298,1.10466298,1104671.55,4800.251596
1130,209800,Mahora,Mahora,2172,2556,2907,17.7,13.7,0.94815809,0.94815809,948029.2969,3959.365741
1131,209700,St Leonards,St Leonards,2259,2646,2610,17.1,-1.4,1.0311155,1.0311155,1031191.128,4382.406735
1132,209601,Clive,Clive,1746,1887,1992,8.1,5.6,3.34961251,3.34961251,3349668.016,14222.75948
1133,209500,Camberley,Camberley,1917,2196,2403,14.6,9.4,0.93084612,0.93084612,930800.3896,6008.053273
1134,209401,Frimley,Frimley,2484,2865,3648,15.3,27.3,2.47789957,2.47789957,2478302.569,7725.469604
1135,209301,Irongate,Irongate,315,339,357,7.6,5.3,7.95995424,7.95995424,7959653.636,17641.59199
1136,209201,Flaxmere South,Flaxmere South,2283,2796,2919,22.5,4.4,1.04509728,1.04509728,1045160.743,4795.381772
1137,209100,Flaxmere Park,Flaxmere Park,2289,2604,2736,13.8,5.1,1.35059445,1.35059445,1350469.883,5644.411543
1138,209000,Lochain Park,Lochain Park,2592,2940,2985,13.4,1.5,0.93644866,0.93644866,936600.2188,5472.382068
1139,208901,Omahu Strip,Omahu Strip,267,282,282,5.6,0,2.92872705,2.92872705,2928371.256,15266.88017
1140,208800,Flaxmere West,Flaxmere West,2205,2631,2826,19.3,7.4,0.91730499,0.91730499,917246.2119,5470.007336
1141,208700,Poukawa,Poukawa,1272,1365,1569,7.3,14.9,339.9212211,339.9212211,339921715.4,107452.2747
1142,208601,Twyford,Twyford,651,693,774,6.5,11.7,24.57465737,24.57465737,24574594.9,28140.58757
1143,208500,Bridge Pa,Bridge Pa,1083,1140,1374,5.3,20.5,23.24245277,23.24245277,23242452.78,27928.81509
1144,208401,Omahu-Pakowhai,Omahu-Pakowhai,1413,1797,1560,27.2,-13.2,57.13289644,57.13289644,57132730.75,64539.63698
1145,208301,Puketapu-Eskdale,Puketapu-Eskdale,2250,2670,2709,18.7,1.5,259.5957432,259.5957432,259595160.7,115306.8222
1146,208200,Maraekakaho,Maraekakaho,1311,1392,1590,6.2,14.2,820.5507351,820.5507351,820551089.3,192629.7421
1147,208100,Sherenden-Crownthorpe,Sherenden-Crownthorpe,1206,1317,1395,9.2,5.9,765.7948956,765.7948956,765794559.3,198075.4631
1148,208001,Puketitiri-Tutira,Puketitiri-Tutira,1584,1722,1830,8.7,6.3,2415.34229,2415.34229,2415344756,344037.7556
1149,207900,Mahia,Mahia,1104,1119,1380,1.4,23.3,471.9693488,471.9693488,471968141.8,172837.9746
1150,207800,Wairoa,Wairoa,4089,4527,4707,10.7,4,7.56771463,7.56771463,7568023.111,12642.49297
1151,207700,Whakaki,Whakaki,672,675,687,0.4,1.8,183.4707958,183.4707958,183470523.3,96398.60546
1152,207600,Frasertown-Ruakituri,Frasertown-Ruakituri,861,861,879,0,2.1,1333.708438,1333.708438,1333707231,262550.4967
1153,207500,Inland water Lake Waikaremoana,Inland water Lake Waikaremoana,0,0,0,-998,-998,51.79730139,0,51797051.08,102020.0306
1154,207400,Maungataniwha-Raupunga,Maungataniwha-Raupunga,1167,1188,1170,1.8,-1.5,2081.733468,2081.733468,2081732306,331639.3744
1155,207301,Wainui-Okitu,Wainui-Okitu,1500,1755,2004,17,14.2,6.19990796,6.19990796,6200056.697,24869.60465
1156,207200,Tamarau,Tamarau,2244,2367,2676,5.5,13.1,1.11407528,1.11407528,1114091.093,6251.380962
1157,207100,Outer Kaiti,Outer Kaiti,2247,2565,2853,14.2,11.2,1.45392797,1.45392797,1453955.631,5789.678602
1158,207000,Kaiti South,Kaiti South,2673,3060,3222,14.5,5.3,3.41373211,3.41373211,3413871.647,8405.788011
1159,206900,Kaiti North,Kaiti North,1971,2178,2142,10.5,-1.7,1.32789124,1.32789124,1328077.939,6971.465846
1160,206801,Gisborne Central,Gisborne Central,306,300,258,-2,-14,1.34663825,1.34663825,1346575.327,13920.94248
1161,206700,Whataupoko West,Whataupoko West,1917,2052,2106,7,2.6,1.0973622,1.0973622,1097100.932,4871.17018
1162,206601,Whataupoko East,Whataupoko East,1788,1878,1914,5,1.9,2.68810378,2.68810378,2688249.119,11027.83082
1163,206500,Centennial Crescent,Centennial Crescent,1380,1566,1605,13.5,2.5,0.81888684,0.81888684,819067.9463,6061.552229
1164,206400,Te Hapara East,Te Hapara East,1848,1992,2088,7.8,4.8,0.94824062,0.94824062,948069.2842,4969.193352
1165,206300,Mangapapa South,Mangapapa South,1734,1926,2025,11.1,5.1,0.84497871,0.84497871,845186.5127,4195.350353
1166,206200,Mangapapa East,Mangapapa East,1182,1179,1341,-0.3,13.7,1.65718797,1.65718797,1657201.335,6564.825892
1167,206100,Te Hapara South,Te Hapara South,1971,2178,2400,10.5,10.2,0.86443537,0.86443537,864460.3916,5521.846658
1168,206000,Elgin,Elgin,2295,2583,2745,12.5,6.3,1.04468444,1.04468444,1044802.229,5069.503754
1169,205900,Mangapapa North,Mangapapa North,1278,1425,1479,11.5,3.8,0.61987717,0.61987717,619908.4111,4578.101716
1170,205800,Te Hapara North,Te Hapara North,1950,2013,2196,3.2,9.1,1.20051794,1.20051794,1200632.155,5643.344832
1171,205700,Riverdale,Riverdale,1179,1275,1350,8.1,5.9,1.24303439,1.24303439,1242719.102,5532.6019
1172,205601,Makaraka-Awapuni,Makaraka-Awapuni,828,975,1077,17.8,10.5,8.69272179,8.69272179,8692361.362,18265.16338
1173,205500,Lytton,Lytton,999,1371,1431,37.2,4.4,0.85659072,0.85659072,856514.9854,5417.550497
1174,205401,Hexton,Hexton,2637,2871,3201,8.9,11.5,118.8706171,118.8706171,118871894.2,102853.2703
1175,205300,Te Arai,Te Arai,1056,1128,1287,6.8,14.1,54.68015335,54.68015335,54678893.9,57154.44987
1176,205201,Wharekaka,Wharekaka,1710,1812,1995,6,10.1,1197.184282,1197.184282,1197183718,238082.2065
1177,205100,Hangaroa,Hangaroa,1458,1539,1632,5.6,6,1870.118244,1870.118244,1870126260,334742.5973
1178,205000,Tokomaru,Tokomaru,933,954,1029,2.3,7.9,1144.914585,1144.914585,1144916393,205235.7087
1179,204900,Ruatōria-Raukumara,Ruatoria-Raukumara,1203,1233,1443,2.5,17,693.3151206,693.3151206,693311847.9,153241.379
1180,204800,Waipaoa,Waipaoa,1935,1953,2127,0.9,8.9,2277.328364,2277.328364,2277323649,321295.389
1181,204700,East Cape,East Cape,1419,1389,1509,-2.1,8.6,991.2208212,991.2208212,991219619.8,194221.2547
1182,204600,Oponae,Oponae,294,330,360,12.2,9.1,1255.587046,1255.587046,1255584409,247339.6789
1183,204500,Ōtara-Tirohanga,Otara-Tirohanga,1167,1176,1407,0.8,19.6,113.3996467,113.3996467,113401010.9,76863.92073
1184,204400,Ōpōtiki,Opotiki,3150,3759,3786,19.3,0.7,5.74447511,5.74447511,5744602.946,12795.32962
1185,204301,Woodlands,Woodlands,921,1032,1053,12.1,2,2.84925083,2.84925083,2850704.422,9266.568679
1186,204200,Cape Runaway,Cape Runaway,1533,1449,1881,-5.5,29.8,1568.875957,1568.875957,1568879056,271827.1449
1187,204101,Waiotahe,Waiotahe,1368,1530,1602,11.8,4.7,143.2460628,143.2460628,143244329.6,101143.0589
1188,203902,Tarawera Park,Tarawera Park,1287,1482,1530,15.2,3.2,1.80693234,1.80693234,1806926.853,8080.108673
1189,203901,Kawerau Central,Kawerau Central,2190,2490,2634,13.7,5.8,1.75147365,1.75147365,1751662.894,6788.392606
1190,203800,Kawerau Industrial,Kawerau Industrial,45,30,75,-33.3,150,5.82324334,5.82324334,5823152.643,13368.79676
1191,203700,Monika Reserve,Monika Reserve,2838,3144,3297,10.8,4.9,14.18042548,14.18042548,14180347.56,17638.27411
1192,203600,Murupara,Murupara,1671,1815,1884,8.6,3.8,6.25994106,6.25994106,6260266.253,12364.43463
1193,203500,Waingarara-Waimana,Waingarara-Waimana,2256,2361,2523,4.7,6.9,1448.102348,1448.102348,1448102222,234219.0572
1194,203400,Galatea,Galatea,1320,1407,1572,6.6,11.7,2199.701377,2199.701377,2199700441,325504.5059
1195,203200,Ōhope,Ohope,2847,3177,3033,11.6,-4.5,6.3335273,6.3335273,6334078.94,29239.05541
1196,203100,Wainui,Wainui,1365,1497,1512,9.7,1,86.56052026,86.56052026,86560567.61,94069.59529
1197,203000,Mokorua Bush,Mokorua Bush,1326,1395,1359,5.2,-2.6,1.35707502,1.35707502,1357152.265,6774.161675
1198,202900,Allandale,Allandale,2334,2514,2613,7.7,3.9,1.5256279,1.5256279,1525527.834,7386.559979
1199,202800,Trident,Trident,3105,3402,3417,9.6,0.4,1.81128192,1.81128192,1811401.023,6922.589729
1200,202700,Whakatāne Central,Whakatane Central,3054,3372,3363,10.4,-0.3,2.59485729,2.59485729,2594948.997,12000.47444
1201,202600,Whakatāne West,Whakatane West,3066,3336,3444,8.8,3.2,1.83230422,1.83230422,1832291.613,5847.971045
1202,202500,Coastlands,Coastlands,1500,1776,2223,18.4,25.2,15.28401875,15.28401875,15283764.42,20039.00281
1203,202400,Te Teko Lakes,Te Teko Lakes,1449,1758,1785,21.3,1.5,71.09889472,71.09889472,71100319.59,46968.29192
1204,202300,Thornton-Awakeri,Thornton-Awakeri,2115,2289,2364,8.2,3.3,151.8421142,151.8421142,151841764.1,62051.96087
1205,202200,Edgecumbe,Edgecumbe,1638,1644,1800,0.4,9.5,2.00774067,2.00774067,2007177.664,9490.886924
1206,202100,Onepu Spring,Onepu Spring,1086,1221,1293,12.4,5.9,98.95001114,98.95001114,98951510.43,77909.00159
1207,202000,Matatā-Otakiri,Matata-Otakiri,1671,1737,1746,3.9,0.5,87.44270898,87.44270898,87442732.21,50687.95257
1208,201900,Manawahe,Manawahe,888,996,1209,12.2,21.4,267.0033348,267.0033348,266998063.8,75248.25528
1209,201800,Golden Springs,Golden Springs,1797,1767,1854,-1.7,4.9,498.9160526,498.9160526,498916133.2,120511.1541
1210,201700,Kaingaroa-Whakarewarewa,Kaingaroa-Whakarewarewa,1881,1887,1875,0.3,-0.6,530.6554628,465.8188327,530656152.7,122378.1926
1211,201600,Ngakuru,Ngakuru,1695,1770,1878,4.4,6.1,446.4436412,446.4436412,446446898,116991.6149
1212,201501,Lynmore,Lynmore,3255,3294,3345,1.2,1.5,2.19842501,2.19842501,2198445.907,8075.871592
1213,201401,Ōwhata East,Owhata East,2733,3069,3240,12.3,5.6,2.50712555,2.50712555,2507135.357,7329.144402
1214,201300,Tihiotonga-Whakarewarewa,Tihiotonga-Whakarewarewa,675,771,873,14.2,13.2,3.28398814,3.28398814,3283953.63,10070.15857
1215,201200,Fenton Park,Fenton Park,1452,1698,1704,16.9,0.4,1.01087266,1.01087266,1010887.903,4995.226832
1216,201100,Ngapuna,Ngapuna,285,357,348,25.3,-2.5,3.49022753,3.49022753,3490116.828,10359.90052
1217,201001,Holdens Bay-Rotokawa,Holdens Bay-Rotokawa,1140,1227,1332,7.6,8.6,5.49576745,5.49576745,5495269.086,13217.62396
1218,200900,Ōwhata West,Owhata West,2763,3147,3231,13.9,2.7,3.32829464,3.32829464,3328066.631,8928.16358
1219,200800,Glenholme South,Glenholme South,1881,2022,2118,7.5,4.7,0.87669563,0.87669563,876659.7842,4575.612087
1220,200700,Springfield North,Springfield North,1698,1785,1797,5.1,0.7,1.30137561,1.30137561,1301363.87,6586.897005
1221,200600,Springfield South,Springfield South,1851,1995,1971,7.8,-1.2,1.18667943,1.18667943,1186528.964,5434.653289
1222,200500,Glenholme North,Glenholme North,2394,2643,2694,10.4,1.9,0.84327423,0.84327423,843319.7773,4178.705757
1223,200401,Waiohewa,Waiohewa,984,1038,1107,5.5,6.6,65.50513239,65.50513239,65505379.96,57836.34674
1224,200300,Victoria,Victoria,1752,2094,2103,19.5,0.4,0.51768215,0.51768215,517705.1533,3789.421654
1225,200200,Hillcrest (Rotorua District),Hillcrest (Rotorua District),1623,1917,1863,18.1,-2.8,0.81457984,0.81457984,814577.2559,4579.568368
1226,200100,Rotorua Central,Rotorua Central,528,537,513,1.7,-4.5,1.77381636,1.77381636,1773789.699,8316.289279
1227,200000,Pomare,Pomare,1572,1713,1740,9,1.6,1.36824281,1.36824281,1368034.951,8248.432569
1228,199900,Utuhina,Utuhina,1377,1491,1542,8.3,3.4,0.67136794,0.67136794,671408.2373,4271.394274
1229,199800,Kuirau,Kuirau,921,1065,1080,15.6,1.4,1.21317958,1.21317958,1213121.188,6092.233959
1230,199700,Fordlands,Fordlands,2118,2460,2667,16.1,8.4,0.9880121,0.9880121,988037.1299,6205.745297
1231,199600,Sunnybrook,Sunnybrook,1884,2067,2046,9.7,-1,2.08582528,2.08582528,2085936.084,7297.687578
1232,199500,Mangakakahi West,Mangakakahi West,1971,2139,2163,8.5,1.1,1.01722397,1.01722397,1017421.497,6641.605633
1233,199400,Koutu,Koutu,1830,2094,2184,14.4,4.3,0.962155,0.962155,962335.8291,4860.708683
1234,199300,Mangakakahi Central,Mangakakahi Central,84,105,60,25,-42.9,1.79159183,1.79159183,1791630.432,8031.732081
1235,199200,Pukehangi South,Pukehangi South,2376,2571,2520,8.2,-2,1.11182854,1.11182854,1111787.875,5432.239089
1236,199100,Pukehangi North,Pukehangi North,2511,2706,2658,7.8,-1.8,1.18193977,1.18193977,1181860.969,5160.009718
1237,199000,Western Heights (Rotorua District),Western Heights (Rotorua District),1998,2340,2505,17.1,7.1,1.02806477,1.02806477,1027878.097,4971.380751
1238,198900,Fairy Springs,Fairy Springs,1572,1782,1791,13.4,0.5,0.73663897,0.73663897,736498.4873,5388.338064
1239,198800,Kawaha,Kawaha,1773,1902,1905,7.3,0.2,1.03152641,1.03152641,1031564.928,4709.14206
1240,198700,Rotoiti-Rotoehu,Rotoiti-Rotoehu,1659,1965,2085,18.4,6.1,467.9561285,404.0237004,467954765.8,121217.4587
1241,198600,Pleasant Heights,Pleasant Heights,1824,2064,2223,13.2,7.7,1.34841787,1.34841787,1348570.098,7119.785718
1242,198500,Selwyn Heights,Selwyn Heights,1047,1134,1113,8.3,-1.9,0.89464645,0.89464645,894904.4131,4827.631792
1243,198400,Ngongotahā South,Ngongotaha South,1296,1419,1476,9.5,4,8.59007565,8.59007565,8590029.706,16755.28463
1244,198300,Inland water Lake Rotorua,Inland water Lake Rotorua,0,0,0,-998,-998,81.05132352,0,81051266.9,46910.28677
1245,198200,Ngongotahā West,Ngongotaha West,1326,1527,1671,15.2,9.4,1.44456738,1.44456738,1444524.841,7445.089071
1246,198100,Ngongotahā East,Ngongotaha East,1632,1926,1980,18,2.8,2.87177755,2.87177755,2871683.832,11606.07131
1247,198000,Hamurana,Hamurana,1005,1032,1167,2.7,13.1,8.35372576,8.35372576,8353701.878,17868.27355
1248,197900,Ngongotahā Valley,Ngongotaha Valley,1410,1590,1692,12.8,6.4,177.5049498,177.5049498,177504933.8,80536.75487
1249,197800,Arahiwi,Arahiwi,177,156,144,-11.9,-7.7,62.85587921,62.85587921,62855786.29,44795.88431
1250,197700,Tui Ridge,Tui Ridge,1521,1617,1803,6.3,11.5,220.9235261,220.9235261,220922867.3,81163.89171
1251,197603,Wairakei East-Te Tumu,Wairakei East-Te Tumu,15,1845,4356,12200,136.1,9.9446191,9.9446191,9944533.941,19283.80884
1252,197602,Wairakei Central,Wairakei Central,6,789,1719,13050,117.9,1.37198887,1.37198887,1372005.534,5242.75697
1253,197601,Wairakei West,Wairakei West,108,711,3072,558.3,332.1,1.59034172,1.59034172,1590401.383,5304.03665
1254,197500,Motiti,Motiti,2799,3312,3354,18.3,1.3,1.24756749,1.24756749,1247603.899,5963.788717
1255,197400,Papamoa Beach South,Papamoa Beach South,2334,2700,2685,15.7,-0.6,1.37883001,1.37883001,1378874.246,7434.661495
1256,197300,Doncaster,Doncaster,2292,3165,3477,38.1,9.9,2.89134179,2.89134179,2891324.342,9301.737717
1257,197200,Papamoa Beach North,Papamoa Beach North,2604,2790,2763,7.1,-1,1.39820071,1.39820071,1398308.751,5850.833299
1258,197100,Palm Beach South-Gravatt,Palm Beach South-Gravatt,3384,3750,3786,10.8,1,2.38810246,2.38810246,2388044.477,7255.923758
1259,197000,Palm Beach North,Palm Beach North,3054,3201,3270,4.8,2.2,1.09454161,1.09454161,1094720.892,5522.835848
1260,196900,Welcome Bay South,Welcome Bay South,2265,3450,3978,52.3,15.3,3.10846751,3.10846751,3108340.126,8962.130058
1261,196800,Pacific View,Pacific View,2754,3015,3111,9.5,3.2,1.1627577,1.1627577,1162588.475,5043.370831
1262,196700,Welcome Bay East,Welcome Bay East,2304,2556,2658,10.9,4,3.69002463,3.69002463,3689816.055,14037.33487
1263,196600,Welcome Bay West,Welcome Bay West,2679,2781,2865,3.8,3,1.10930149,1.10930149,1109103.703,4566.432345
1264,196500,Baypark-Kairua,Baypark-Kairua,468,588,753,25.6,28.1,12.93285945,12.93285945,12932828.44,25548.43274
1265,196400,Ohauiti,Ohauiti,2682,3282,4020,22.4,22.5,3.40557711,3.40557711,3405566.271,9892.416498
1266,196301,Kaitemako,Kaitemako,1419,1497,1554,5.5,3.8,3.743297,3.743297,3743553.302,10964.8345
1267,196202,Pacific Lakes,Pacific Lakes,975,2109,2931,116.3,39,1.3366555,1.3366555,1336578.474,4944.85375
1268,196201,Te Maunga South,Te Maunga South,1881,2031,2163,8,6.5,0.98000104,0.98000104,980113.9238,6355.997857
1269,196100,Pyes Pa East,Pyes Pa East,534,657,666,23,1.4,2.43010398,2.43010398,2430044.584,9314.828325
1270,196000,Hairini,Hairini,2949,3330,3246,12.9,-2.5,1.84714377,1.84714377,1847039.189,8776.097644
1271,195900,Maungatapu,Maungatapu,2676,2892,2883,8.1,-0.3,1.68278998,1.68278998,1682705.409,9582.1194
1272,195800,Te Maunga North,Te Maunga North,3018,3246,3354,7.6,3.3,1.17068256,1.17068256,1170695.039,5755.045729
1273,195700,Poike,Poike,738,789,1062,6.9,34.6,1.29175419,1.29175419,1291842.938,7101.240727
1274,195601,Pyes Pa South,Pyes Pa South,2121,2532,2919,19.4,15.3,2.34307448,2.34307448,2343057.013,8151.90753
1275,195500,Arataki South,Arataki South,2739,2874,3063,4.9,6.6,0.98724548,0.98724548,987408.7266,5059.850431
1276,195401,Pyes Pa North,Pyes Pa North,2841,3540,3846,24.6,8.6,1.46048964,1.46048964,1460394.211,7403.042405
1277,195300,Yatton Park,Yatton Park,2238,2634,2712,17.7,3,0.90353931,0.90353931,903521.3301,4203.698418
1278,195200,Greerton North,Greerton North,3144,3438,3600,9.4,4.7,1.39541082,1.39541082,1395301.959,7833.647882
1279,195102,Pyes Pa West,Pyes Pa West,84,1434,4254,1607.1,196.7,2.87199261,2.87199261,2872369.805,9042.78868
1280,195101,Pyes Pa North West,Pyes Pa North West,636,2049,2550,222.2,24.5,1.76217726,1.76217726,1762130.608,7145.367349
1281,195000,Matapihi,Matapihi,675,729,837,8,14.8,3.93998684,3.93998684,3940126.392,14066.17436
1282,194900,Arataki North,Arataki North,2877,3075,3201,6.9,4.1,2.16050527,2.16050527,2160176.082,8777.959236
1283,194802,Fraser Cove,Fraser Cove,1023,1218,1269,19.1,4.2,1.01921799,1.01921799,1019431.713,5033.518604
1284,194801,Tauranga South,Tauranga South,3633,3939,4110,8.4,4.3,1.6792603,1.6792603,1679147.465,7029.77044
1285,194700,Greerton South,Greerton South,591,690,672,16.8,-2.6,2.80794408,2.80794408,2808160.968,12451.63204
1286,194601,Gate Pa,Gate Pa,3318,3696,3843,11.4,4,1.76301415,1.76301415,1762865.66,6958.267303
1287,194500,Tauriko,Tauriko,363,351,291,-3.3,-17.1,8.39063741,8.39063741,8390918.77,15138.69091
1288,194400,Tauranga Hospital,Tauranga Hospital,1911,2058,2118,7.7,2.9,1.94102242,1.94102242,1940887.851,7207.342228
1289,194300,Omanu Beach,Omanu Beach,2619,2919,2982,11.5,2.2,1.02424816,1.02424816,1024246.323,5006.578813
1290,194200,Bethlehem South,Bethlehem South,1008,1086,1119,7.7,3,4.47289292,4.47289292,4472775.557,11183.05884
1291,194100,Te Reti,Te Reti,1665,1863,1944,11.9,4.3,1.72312505,1.72312505,1723334.38,7083.303796
1292,194000,Judea,Judea,2343,2604,2691,11.1,3.3,0.88360422,0.88360422,883771.2715,5424.189272
1293,193900,Mount Maunganui Central,Mount Maunganui Central,252,327,225,29.8,-31.2,6.91276669,6.91276669,6912804.682,14465.28182
1294,193800,Tauranga Central,Tauranga Central,2322,2625,2679,13,2.1,3.46162223,3.46162223,3461336.348,18730.25566
1295,193700,Mount Maunganui South,Mount Maunganui South,2709,2916,2844,7.6,-2.5,0.94187361,0.94187361,941742.2109,4596.207964
1296,193600,Brookfield East,Brookfield East,2565,2823,2895,10.1,2.6,1.32155716,1.32155716,1321485.793,7028.743625
1297,193500,Bethlehem Central,Bethlehem Central,3654,4119,4392,12.7,6.6,4.26765131,4.26765131,4267495.939,11235.84019
1298,193400,Brookfield West,Brookfield West,2583,2931,3129,13.5,6.8,1.05889334,1.05889334,1058918.241,4831.034717
1299,193301,Otūmoetai South,Otumoetai South,2052,2304,2415,12.3,4.8,0.95297261,0.95297261,952944.2354,5149.960718
1300,193202,Otūmoetai East,Otumoetai East,3246,3579,3699,10.3,3.4,1.41819407,1.41819407,1418177.642,5354.024828
1301,193201,Otūmoetai North,Otumoetai North,1860,2151,2223,15.6,3.3,0.94975502,0.94975502,949692.8369,4785.575254
1302,193100,Bellevue,Bellevue,3537,3807,3852,7.6,1.2,1.71527159,1.71527159,1715217.024,6788.453201
1303,193000,Bethlehem North,Bethlehem North,2388,3429,3645,43.6,6.3,5.12055101,5.12055101,5120174.439,10435.15208
1304,192900,Matua South,Matua South,2373,2535,2604,6.8,2.7,1.20280848,1.20280848,1202919.192,8300.007319
1305,192800,Mount Maunganui North,Mount Maunganui North,2853,3267,3204,14.5,-1.9,2.02901958,2.02901958,2028751.727,11089.28166
1306,192600,Matua North,Matua North,2775,2859,3024,3,5.8,1.24178264,1.24178264,1241836.557,5215.940385
1307,192500,Pongakawa,Pongakawa,2673,3081,3261,15.3,5.8,389.0298083,389.0298083,389034442.2,98571.1698
1308,192400,Pukehina Beach,Pukehina Beach,615,804,885,30.7,10.1,1.56627159,1.56627159,1566206.522,15008.80988
1309,192300,Maketū,Maketu,1047,1197,1311,14.3,9.5,5.15455123,5.15455123,5155001.653,13610.22375
1310,192102,Te Puke South,Te Puke South,2292,2628,2775,14.7,5.6,1.84446673,1.84446673,1844344.805,7866.916009
1311,192101,Te Puke East,Te Puke East,2280,2658,2736,16.6,2.9,2.17661664,2.17661664,2176848.013,7508.943139
1312,192000,Rangiuru,Rangiuru,2415,2676,2832,10.8,5.8,220.4724815,220.4724815,220473298.3,109630.3337
1313,191901,Te Puke West,Te Puke West,2754,3348,3597,21.6,7.4,8.11048149,8.11048149,8110026.5,15850.19714
1314,191801,Otawa,Otawa,1776,1983,2130,11.7,7.4,152.2791853,152.2791853,152277553,78755.19313
1315,191700,Waiorohi,Waiorohi,2190,2520,2739,15.1,8.7,152.6568206,152.6568206,152657197.2,77501.03514
1316,191601,Waitao,Waitao,1473,1752,1824,18.9,4.1,75.76215574,75.76215574,75762288.61,52557.36833
1317,191502,Keenan Road,Keenan Road,219,240,222,9.6,-7.5,2.59326402,2.59326402,2593215.796,8810.998581
1318,191501,Kopurererua,Kopurererua,669,756,777,13,2.8,14.09954495,14.09954495,14099408,30250.856
1319,191400,Kaimai,Kaimai,1752,2028,2148,15.8,5.9,327.8869721,327.8869721,327887598.4,107279.3116
1320,191300,Minden,Minden,1731,2133,2367,23.2,11,85.95150025,85.95150025,85951351.24,55031.22195
1321,191201,Te Puna,Te Puna,2583,2931,3024,13.5,3.2,24.70878984,24.70878984,24708829.47,53571.30639
1322,191101,Ōmokoroa South,Omokoroa South,69,78,1080,13,1284.6,1.41783599,1.41783599,1418110.699,5963.134435
1323,191001,Ōmokoroa North,Omokoroa North,2334,3210,4371,37.5,36.2,3.82608811,3.82608811,3825945.031,13889.81004
1324,190902,Pahoia East,Pahoia East,1605,1905,1947,18.7,2.2,72.20751149,72.20751149,72207637.53,45714.74932
1325,190901,Pahoia West,Pahoia West,1062,1290,1350,21.5,4.7,40.58046326,40.58046326,40580159.28,51211.85181
1326,190800,Matakana Island,Matakana Island,255,183,306,-28.2,67.2,64.55906259,64.55906259,64558733.67,88275.74742
