OBJECTID,Statistical area 2 (SA2) 2023 code,Statistical area 2 (SA2) 2023 name,Statistical area 2 (SA2) 2023 name no macrons,"Subject pop: Census usually resident population, Year: 2013, Measure: Count, Var1: Census usually resident population (Total)","Subject pop: Census usually resident population, Year: 2018, Measure: Count, Var1: Census usually resident population (Total)","Subject pop: Census usually resident population, Year: 2023, Measure: Count, Var1: Census usually resident population (Total)","Subject pop: Census usually resident population, Year: Change 2013-2018, Measure: Percent, Var1: Census usually resident population (Total)","Subject pop: Census usually resident population, Year: Change 2018-2023, Measure: Percent, Var1: Census usually resident population (Total)",Area square kilometres,Land area square kilometres,Shape__Area,Shape__Length
225,340000,Gleniti South,Gleniti South,2292,2433,2520,6.2,3.6,1.73692412,1.73692412,1736841.477,6694.150527
226,339900,Fairview,Fairview,1581,1641,1620,3.8,-1.3,98.36974861,98.36974861,98369344.62,50821.02079
227,339800,Washdyke,Washdyke,942,1017,1107,8,8.8,10.65739641,10.65739641,10657732.08,16495.60975
228,339700,Gleniti North,Gleniti North,1215,1491,1596,22.7,7,5.42068965,5.42068965,5420818.106,16729.43593
229,339600,Temuka East,Temuka East,2238,2307,2385,3.1,3.4,4.26974146,4.26974146,4269843.739,11134.84741
230,339500,Levels,Levels,1134,1209,1245,6.6,3,87.98954887,87.98954887,87988666.5,41917.40656
231,339400,Hadlow,Hadlow,1272,1434,1560,12.7,8.8,93.74155147,93.74155147,93741604.94,69608.28477
232,339300,Temuka West,Temuka West,2016,2163,2208,7.3,2.1,4.07169845,4.07169845,4072401.727,9648.478968
233,339200,Pleasant Point,Pleasant Point,1302,1371,1428,5.3,4.2,5.20894215,5.20894215,5209210.799,11261.9432
234,339100,Waitohi (Timaru District),Waitohi (Timaru District),1737,1761,1758,1.4,-0.2,371.7827881,371.7827881,371783462.3,125394.9363
235,339002,Rangitata,Rangitata,1452,1476,1644,1.7,11.4,171.8384475,171.8384475,171838672.8,96843.52809
236,338901,Geraldine,Geraldine,2448,2883,3018,17.8,4.7,3.22175628,3.22175628,3221539.758,12849.90914
237,338800,Levels Valley,Levels Valley,1014,1044,1062,3,1.7,386.3793194,386.3793194,386379203.6,112161.3763
238,338700,Arundel,Arundel,1308,1368,1389,4.6,1.5,629.2082092,629.2082092,629207350.3,145830.3018
239,338600,Ben McLeod,Ben McLeod,162,132,138,-18.5,4.5,842.3411965,842.3411965,842342538.9,238796.6649
240,338501,Hampstead,Hampstead,2787,2955,3021,6,2.2,2.63993121,2.63993121,2640128.513,7263.441764
241,338401,Netherby,Netherby,1848,2154,2442,16.6,13.4,1.94202888,1.94202888,1942160.593,6443.972323
242,338300,Ashburton East,Ashburton East,1689,1749,1743,3.6,-0.3,0.77867209,0.77867209,778596.8032,5233.83384
243,338200,Tinwald South,Tinwald South,2178,2373,2295,9,-3.3,2.79309066,2.79309066,2794032.454,11071.66121
244,338100,Ashburton West,Ashburton West,921,957,954,3.9,-0.3,0.45251945,0.45251945,452538.5625,3190.826234
245,338000,Ashburton Central,Ashburton Central,147,141,162,-4.1,14.9,2.5629037,2.5629037,2563078.955,12664.9874
246,337900,Tinwald North,Tinwald North,1068,1185,1461,11,23.3,1.90350197,1.90350197,1903253.306,6532.752409
247,337800,Allenton East,Allenton East,2106,2121,2199,0.7,3.7,1.23834783,1.23834783,1238385.793,4811.945037
248,337700,Ashburton North,Ashburton North,996,1050,1152,5.4,9.7,20.65756078,20.65756078,20657722.28,28120.05246
249,337600,Rākaia,Rakaia,1272,1440,1578,13.2,9.6,11.30140457,11.30140457,11300962.66,15304.17773
250,337500,Allenton South,Allenton South,2052,2121,2211,3.4,4.2,2.92667453,2.92667453,2926367.116,7128.661298
251,337400,Allenton North,Allenton North,2172,2547,2703,17.3,6.1,2.09646461,2.09646461,2096357.004,6501.587473
252,337301,Winchmore-Wakanui,Winchmore-Wakanui,1344,1467,1398,9.2,-4.7,310.3700011,310.3700011,310369802.1,116745.375
253,337200,Chertsey,Chertsey,1602,1611,1563,0.6,-3,572.5153492,572.5153492,572515710.1,117555.3554
254,337100,Eiffelton,Eiffelton,2226,2466,2601,10.8,5.5,434.6793268,433.5815766,434678128.9,104236.9769
255,337000,Ealing-Lowcliffe,Ealing-Lowcliffe,1395,1551,1467,11.2,-5.4,413.1881898,413.1881898,413188543.9,91559.38495
256,336901,Methven,Methven,1719,1779,1977,3.5,11.1,4.76522485,4.76522485,4765261.009,12463.80533
257,336800,Ashburton Forks,Ashburton Forks,2007,2214,2307,10.3,4.2,859.3873692,859.3873692,859385432.2,144494.0522
258,336701,Cairnbrae,Cairnbrae,1404,1449,1404,3.2,-3.1,541.2132279,541.2132279,541212956.9,133509.6054
259,336600,Ashburton Lakes,Ashburton Lakes,102,96,99,-5.9,3.1,3002.103082,2995.136898,3002103294,292133.9929
260,336500,Inland water Lake Ellesmere/Te Waihora North,Inland water Lake Ellesmere/Te Waihora North,0,0,0,-998,-998,135.0072555,0,135007500.4,82266.03137
261,336400,Motukarara,Motukarara,693,612,642,-11.7,4.9,64.66622807,64.66622807,64666749.11,50581.26695
262,336301,Tai Tapu,Tai Tapu,948,1173,1299,23.7,10.7,56.80112121,56.80112121,56800368.69,35656.89699
263,336200,Leeston,Leeston,1539,2208,2271,43.5,2.9,2.43667042,2.43667042,2436501.745,10922.68088
264,336102,Lincoln East,Lincoln East,1212,2286,2430,88.6,6.3,2.05387046,2.05387046,2053805.616,7832.662507
265,336101,Lincoln North,Lincoln North,285,1281,3504,349.5,173.5,2.93265928,2.93265928,2932666.382,9713.958173
266,336002,Lincoln South,Lincoln South,99,129,1383,30.3,972.1,1.83666518,1.83666518,1836155.982,9441.976863
267,336001,Lincoln West,Lincoln West,2280,2823,3294,23.8,16.7,3.07887604,3.07887604,3078955.373,9492.400271
268,335901,Ladbrooks,Ladbrooks,1575,1698,1788,7.8,5.3,49.7641617,49.7641617,49764512.23,48644.12485
269,335800,Irwell,Irwell,1275,1278,1347,0.2,5.4,128.1506258,128.1506258,128151557,83406.22749
270,335702,Prebbleton South,Prebbleton South,1485,2244,3057,51.1,36.2,1.96504726,1.96504726,1964814.454,7588.289265
271,335701,Prebbleton North,Prebbleton North,1293,2274,2325,75.9,2.2,3.33201218,3.33201218,3331547.221,7233.725192
272,335600,Trents,Trents,1854,1917,1998,3.4,4.2,50.01682404,50.01682404,50016097.86,33241.86101
273,335502,Rolleston South East,Rolleston South East,297,288,5697,-3,1878.1,6.51798316,6.51798316,6518414.897,10261.26059
274,335501,Faringdon,Faringdon,153,2745,5553,1694.1,102.3,3.5660755,3.5660755,3566518.45,9064.072284
275,335400,Southbridge,Southbridge,2430,2490,2523,2.5,1.3,361.5614081,361.5614081,361559367.6,88687.93331
276,335302,Rolleston South Central,Rolleston South Central,1380,1926,2556,39.6,32.7,1.5642791,1.5642791,1564324.668,5852.131878
277,335301,Rolleston South West,Rolleston South West,657,855,1668,30.1,95.1,1.86233553,1.86233553,1862049.71,6584.348001
278,335202,Rolleston North East,Rolleston North East,42,1974,2337,4600,18.4,1.59264006,1.59264006,1592180.583,5361.523925
279,335201,Rolleston Tauwharekākaho,Rolleston Tauwharekakaho,2193,2580,2712,17.6,5.1,1.3834302,1.3834302,1383750.026,5464.148511
280,335101,Rolleston Central,Rolleston Central,3036,3351,3747,10.4,11.8,1.64929046,1.64929046,1649096.9,7332.452205
281,335001,Springston,Springston,2022,2142,2118,5.9,-1.1,118.2731675,118.2731675,118272814.8,75707.97665
282,334901,Rolleston North Central,Rolleston North Central,1800,3777,4134,109.8,9.5,1.50639412,1.50639412,1506476.293,6314.20347
283,334801,Rolleston Izone,Rolleston Izone,63,45,45,-28.6,0,4.07023311,4.07023311,4070066.436,9187.4986
284,334700,Burnham Camp,Burnham Camp,1089,1146,798,5.2,-30.4,1.49394208,1.49394208,1493929.457,5113.876204
285,334601,West Melton,West Melton,666,1971,2409,195.9,22.2,2.98987427,2.98987427,2989979.775,9411.151737
286,334501,Newtons Road,Newtons Road,3312,3441,3726,3.9,8.3,153.8311825,153.8311825,153832223.1,66706.2112
287,334400,Halkett,Halkett,1545,1656,1704,7.2,2.9,86.01208442,86.01208442,86011505.12,42983.59411
288,334300,Charing Cross,Charing Cross,843,885,900,5,1.7,168.6782957,168.6782957,168675409.2,59933.73034
289,334200,Bankside,Bankside,1605,1656,1647,3.2,-0.5,359.5631238,359.5631238,359563934,99669.754
290,334100,Kirwee,Kirwee,1101,1275,1494,15.8,17.2,97.1889994,97.1889994,97191354.63,47208.37184
291,334001,Darfield,Darfield,2451,2784,3249,13.6,16.7,17.58052885,17.58052885,17581606.35,19539.49067
292,333901,Glentunnel,Glentunnel,1053,1128,1194,7.1,5.9,157.1677914,157.1677914,157167366.7,72143.11098
293,333800,Glenroy-Hororata,Glenroy-Hororata,1086,1194,1200,9.9,0.5,644.2568871,644.2568871,644257790.8,139439.4831
294,333700,Torlesse,Torlesse,1014,1164,1185,14.8,1.8,414.2783013,414.2783013,414277766.8,120290.5452
295,333600,Craigieburn,Craigieburn,222,159,210,-28.4,32.1,3444.256222,3407.524864,3444257405,326128.8868
296,333500,Akaroa,Akaroa,645,756,636,17.2,-15.9,2.02993523,2.02993523,2029934.248,11499.90083
297,333300,Akaroa Harbour,Akaroa Harbour,756,729,813,-3.6,11.5,162.1396794,162.1396794,162140765.1,150520.9415
298,333201,Banks Peninsula Eastern Bays,Banks Peninsula Eastern Bays,600,546,576,-9,5.5,368.0309954,368.0309954,368030963.3,213391.2643
299,333100,Banks Peninsula South,Banks Peninsula South,1101,1167,1287,6,10.3,377.8629115,371.6109799,377861955.3,181238.8381
300,333000,Inland water Lake Ellesmere/Te Waihora South,Inland water Lake Ellesmere/Te Waihora South,0,0,0,-998,-998,63.30783375,0,63308029.27,75227.81303
301,332901,Diamond Harbour,Diamond Harbour,1350,1566,1608,16,2.7,3.0179633,3.0179633,3017953.893,17520.2028
302,332801,Teddington,Teddington,198,234,246,18.2,5.1,47.41681444,47.41681444,47416905.48,61943.26336
303,332700,Sumner,Sumner,3483,3519,3411,1,-3.1,2.63991901,2.63991901,2640056.095,11550.64226
304,332501,Lyttelton,Lyttelton,2766,2982,3123,7.8,4.7,4.51779321,4.51779321,4517741.844,23108.97406
305,332400,Clifton Hill,Clifton Hill,1479,1647,1881,11.4,14.2,2.56197921,2.56197921,2561969.985,7549.689228
306,332200,Governors Bay,Governors Bay,816,864,882,5.9,2.1,3.2375304,3.2375304,3237764.746,14801.61777
307,332100,Redcliffs,Redcliffs,1776,1971,2058,11,4.4,1.84723048,1.84723048,1847359.123,7249.924059
308,332000,Mount Pleasant,Mount Pleasant,3024,3567,3903,18,9.4,2.47749941,2.47749941,2477647.537,10959.89428
309,331900,Heathcote Valley,Heathcote Valley,2118,2229,2379,5.2,6.7,4.20438132,4.20438132,4204400.024,14222.57783
310,331801,Brookhaven-Ferrymead,Brookhaven-Ferrymead,1017,1074,1161,5.6,8.1,2.28328895,2.28328895,2283713.26,12685.83455
311,331700,South New Brighton,South New Brighton,3228,3234,3327,0.2,2.9,2.76709094,2.76709094,2767434.564,12048.00509
312,331600,Port Hills,Port Hills,90,72,78,-20,8.3,44.45657468,44.45657468,44456296.23,74423.30736
313,331500,Woolston South,Woolston South,519,507,492,-2.3,-3,2.40402831,2.40402831,2403585.118,7710.489209
314,331400,Hillsborough (Christchurch City),Hillsborough (Christchurch City),2226,2370,2370,6.5,0,1.64399525,1.64399525,1644082.585,9170.732205
315,331300,Cashmere East,Cashmere East,3213,3393,3549,5.6,4.6,2.33093321,2.33093321,2330840.284,8113.722441
316,331200,Huntsbury,Huntsbury,2028,2268,2541,11.8,12,1.36532629,1.36532629,1365317.558,6406.91758
317,331100,Woolston East,Woolston East,3000,3225,3201,7.5,-0.7,1.27549919,1.27549919,1275424.426,5175.319107
318,331000,Woolston West,Woolston West,1161,1218,1158,4.9,-4.9,0.51495309,0.51495309,515016.4937,3713.176036
319,330900,Opawa,Opawa,1302,1365,1398,4.8,2.4,0.81402411,0.81402411,813818.7915,4023.530077
320,330800,St Martins,St Martins,2652,2721,2805,2.6,3.1,1.04554127,1.04554127,1045594.146,5748.145711
321,330700,Bromley North,Bromley North,63,57,51,-9.5,-10.5,6.23196997,6.23196997,6231907.381,11763.53817
322,330600,Beckenham,Beckenham,2442,2403,2367,-1.6,-1.5,0.87659434,0.87659434,876670.1895,4330.718522
323,330500,Ensors,Ensors,2250,2298,2340,2.1,1.8,0.87364424,0.87364424,873600.7266,4022.589598
324,330400,Bromley South,Bromley South,2922,2949,2916,0.9,-1.1,1.23983588,1.23983588,1239859.763,5577.731054
325,330300,Cashmere West,Cashmere West,2922,3060,3165,4.7,3.4,2.38117827,2.38117827,2381260.829,10141.47747
326,330200,New Brighton,New Brighton,3261,3330,3156,2.1,-5.2,1.76100287,1.76100287,1760850.566,7595.226297
327,330100,Woolston North,Woolston North,3405,3390,3408,-0.4,0.5,1.29547608,1.29547608,1295688.05,4534.364392
328,330000,Westmorland,Westmorland,1932,2196,2661,13.7,21.2,5.55755482,5.55755482,5557586.478,16940.36754
329,329900,Waltham,Waltham,1620,1938,2169,19.6,11.9,0.58710881,0.58710881,587232.4766,3457.032976
330,329800,Bexley,Bexley,2244,2553,2619,13.8,2.6,0.8988086,0.8988086,898932.3521,4036.38132
331,329700,Sydenham South,Sydenham South,2535,2787,2736,9.9,-1.8,0.55424994,0.55424994,554319.96,3096.465671
332,329600,Charleston (Christchurch City),Charleston (Christchurch City),1392,1401,1524,0.6,8.8,0.36094017,0.36094017,360847.8652,2753.846789
333,329500,Hoon Hay South,Hoon Hay South,2112,2172,2202,2.8,1.4,0.79564515,0.79564515,795768.8789,4793.801089
334,329400,Sydenham North,Sydenham North,1869,1998,2208,6.9,10.5,0.48374012,0.48374012,483795.959,3438.983441
335,329300,Linwood East,Linwood East,1926,2112,2160,9.7,2.3,0.91202451,0.91202451,912069.312,5088.607712
336,329200,Somerfield West,Somerfield West,3114,3060,3111,-1.7,1.7,1.18118102,1.18118102,1181047.963,5008.811463
337,329100,Somerfield East,Somerfield East,3660,3723,3699,1.7,-0.6,1.22917186,1.22917186,1229272.188,4500.792646
338,329002,Halswell South East,Halswell South East,213,315,1320,47.9,319,2.42200796,2.42200796,2422234.823,8876.742339
339,329001,Kennedys Bush,Kennedys Bush,735,792,885,7.8,11.7,9.8799575,9.8799575,9880177.478,24883.08433
340,328900,Phillipstown,Phillipstown,3618,4014,4092,10.9,1.9,0.93343529,0.93343529,933406.5205,4191.837768
341,328800,Lancaster Park,Lancaster Park,219,243,228,11,-6.2,1.11558368,1.11558368,1115618.475,6188.152213
342,328700,Sydenham West,Sydenham West,1152,1320,1350,14.6,2.3,0.4879434,0.4879434,487741.4634,3276.715709
343,328600,Aranui,Aranui,3777,4200,4314,11.2,2.7,1.41641313,1.41641313,1416341.101,4670.050125
344,328500,Linwood North,Linwood North,2406,2709,2778,12.6,2.5,0.85758256,0.85758256,857594.9082,4298.385635
345,328400,Wainoni,Wainoni,2694,2799,2868,3.9,2.5,1.52023674,1.52023674,1520454.44,6024.911482
346,328300,Rawhiti,Rawhiti,2685,2769,3024,3.1,9.2,1.93569459,1.93569459,1935963.618,7698.003175
347,328200,Spreydon South,Spreydon South,2208,2364,2439,7.1,3.2,0.72390111,0.72390111,723980.2603,3528.277951
348,328100,Sydenham Central,Sydenham Central,114,138,261,21.1,89.1,1.21275694,1.21275694,1212760.598,4677.30449
349,328001,Halswell South,Halswell South,2187,2283,2553,4.4,11.8,1.48484898,1.48484898,1484697.16,7770.31343
350,327902,Linwood Central,Linwood Central,2592,2958,2934,14.1,-0.8,0.6531878,0.6531878,653201.3745,3665.292097
351,327901,Stanmore,Stanmore,1698,2007,2082,18.2,3.7,0.4244136,0.4244136,424475.791,2708.592428
352,327800,Avonside,Avonside,1695,1671,1719,-1.4,2.9,0.81029719,0.81029719,810255.3188,4962.36449
353,327700,Hoon Hay East,Hoon Hay East,3087,3213,3291,4.1,2.4,1.82288026,1.82288026,1822827.453,5936.569651
354,327600,Spreydon North,Spreydon North,3552,3780,3762,6.4,-0.5,1.21379292,1.21379292,1213736.157,4684.409508
355,327500,Avondale (Christchurch City),Avondale (Christchurch City),2352,2373,2457,0.9,3.5,1.24942943,1.24942943,1249421.109,5725.648556
356,327400,Addington East,Addington East,2592,2937,3003,13.3,2.2,0.56803048,0.56803048,568037.6826,3922.515449
357,327301,Halswell North,Halswell North,1599,1899,2454,18.8,29.2,2.05049305,2.05049305,2050522.442,5803.926307
358,327200,North Beach,North Beach,4002,4071,4101,1.7,0.7,1.98879631,1.98879631,1988772.853,5906.293568
359,327100,Christchurch Central-South,Christchurch Central-South,531,549,858,3.4,56.3,1.25047261,1.25047261,1250521.477,6785.794476
360,327000,Christchurch Central-East,Christchurch Central-East,1419,1929,2814,35.9,45.9,0.713461,0.713461,713520.2275,3980.09841
361,326900,Spreydon West,Spreydon West,2964,3063,3072,3.3,0.3,1.02698731,1.02698731,1027124.56,4031.236896
362,326800,Richmond South (Christchurch City),Richmond South (Christchurch City),2067,1998,2367,-3.3,18.5,0.80285169,0.80285169,802682.9531,3975.12712
363,326701,Hoon Hay West,Hoon Hay West,3303,3369,3534,2,4.9,1.63331722,1.63331722,1633230.874,6331.260066
364,326600,Christchurch Central,Christchurch Central,27,99,114,266.7,15.2,0.71392632,0.71392632,713956.0444,4683.493839
365,326500,Dallington,Dallington,2220,2361,2427,6.4,2.8,0.82692659,0.82692659,827114.9888,4754.165507
366,326400,Addington North,Addington North,57,12,24,-78.9,100,0.43431408,0.43431408,434397.4189,4223.268056
367,326301,Oaklands East,Oaklands East,3156,3234,3282,2.5,1.5,1.07530943,1.07530943,1075320.342,4733.556844
368,326200,Ōtakaro-Avon River Corridor,Otakaro-Avon River Corridor,1263,99,81,-92.2,-18.2,6.14156053,6.14156053,6140862.362,25114.66662
369,326100,Addington West,Addington West,2439,2409,2505,-1.2,4,0.55338273,0.55338273,553291.0342,4345.619737
370,326000,Waimairi Beach,Waimairi Beach,1266,1308,1293,3.3,-1.1,0.58128936,0.58128936,581313.186,3931.812216
371,325900,Richmond North (Christchurch City),Richmond North (Christchurch City),2244,2313,2409,3.1,4.2,1.16625168,1.16625168,1166346.639,4726.831197
372,325800,Christchurch Central-North,Christchurch Central-North,1824,2379,3030,30.4,27.4,0.77783865,0.77783865,777829.2866,4680.48368
373,325700,Christchurch Central-West,Christchurch Central-West,966,930,1185,-3.7,27.4,0.69261486,0.69261486,692520.2505,4607.569249
374,325601,Burwood South,Burwood South,3273,3270,3558,-0.1,8.8,1.20982813,1.20982813,1209981.302,6085.775506
375,325500,Tower Junction,Tower Junction,39,120,162,207.7,35,1.07762403,1.07762403,1077721.936,5555.220648
376,325400,Aidanfield,Aidanfield,2892,3903,3870,35,-0.8,1.68180528,1.68180528,1681757.54,6271.867637
377,325302,Edgeware South,Edgeware South,2640,2820,3030,6.8,7.4,0.58156988,0.58156988,581474.6934,3039.929799
378,325301,Edgeware North,Edgeware North,1311,1308,1374,-0.2,5,0.43269826,0.43269826,432709.7266,2659.649935
379,325200,Riccarton East,Riccarton East,993,1083,1107,9.1,2.2,0.20811648,0.20811648,208189.2441,2160.749991
380,325100,Parklands,Parklands,3939,4020,4011,2.1,-0.2,1.80330429,1.80330429,1803511.227,5670.006338
381,325000,Hillmorton,Hillmorton,2655,2838,2847,6.9,0.3,2.91663383,2.91663383,2916596.144,7779.077236
382,324900,Hagley Park,Hagley Park,138,39,150,-71.7,284.6,2.19063181,2.19063181,2190472.247,6211.504134
383,324800,St Albans East,St Albans East,2544,2970,3519,16.7,18.5,0.67550283,0.67550283,675569.4922,3295.437184
384,324700,Broken Run,Broken Run,387,576,636,48.8,10.4,0.4224295,0.4224295,422476.1001,3132.505872
385,324600,Shirley East,Shirley East,2616,2679,2598,2.4,-3,1.6966166,1.6966166,1696436.018,6398.180108
386,324502,Halswell South West,Halswell South West,222,237,1005,6.8,324.1,2.76917412,2.76917412,2769084.332,8065.210681
387,324501,Halswell West,Halswell West,261,3468,3753,1228.7,8.2,3.82246872,3.82246872,3822673.995,9596.693827
388,324400,Riccarton South,Riccarton South,3075,3444,3555,12,3.2,0.54475456,0.54475456,544624.6689,3573.160055
389,324300,Oaklands West,Oaklands West,2424,2514,3069,3.7,22.1,1.7004521,1.7004521,1700475.712,7399.989025
390,324200,Riccarton Central,Riccarton Central,21,51,54,142.9,5.9,0.39834822,0.39834822,398450.6895,5023.390148
391,324100,Wigram East,Wigram East,0,777,870,-998,12,0.31144401,0.31144401,311410.8901,2524.302751
392,324001,Burwood North,Burwood North,2367,2391,2541,1,6.3,2.44232683,2.44232683,2442623.977,7050.556908
393,323900,St Albans West,St Albans West,2421,2523,2532,4.2,0.4,0.68131177,0.68131177,681323.3477,3396.6772
394,323800,St Albans North,St Albans North,2145,2136,2325,-0.4,8.8,0.63729004,0.63729004,637299.7407,3263.484648
395,323700,Queenspark,Queenspark,3435,3489,3516,1.6,0.8,1.12076012,1.12076012,1120393.588,4304.54062
396,323600,Wigram South,Wigram South,0,1320,1302,-998,-1.4,0.39907136,0.39907136,399157.3892,2959.892936
397,323500,Middleton,Middleton,213,189,204,-11.3,7.9,1.90127118,1.90127118,1901069.608,6749.782453
398,323400,Shirley West,Shirley West,3972,4173,4281,5.1,2.6,1.63080287,1.63080287,1630829.561,6080.18788
399,323300,Riccarton West,Riccarton West,2880,3330,3675,15.6,10.4,0.62319042,0.62319042,623255.1211,3163.844323
400,323200,Mona Vale,Mona Vale,1371,1341,1602,-2.2,19.5,0.54774603,0.54774603,547680.6064,4314.194092
401,323100,Mairehau South,Mairehau South,3762,3747,3759,-0.4,0.3,1.38628177,1.38628177,1386379.934,5019.494778
402,323000,Merivale,Merivale,2931,2904,3135,-0.9,8,1.1053346,1.1053346,1105344.759,4632.624634
403,322900,Awatea South,Awatea South,54,1041,2502,1827.8,140.3,1.51153406,1.51153406,1511408.377,5345.676985
404,322800,Wigram West,Wigram West,378,1401,1392,270.6,-0.6,0.45881382,0.45881382,458910.2354,3131.948671
